T,o,h,l,c,v
1769158799999,89490,89575,89074,89171,1407.55307
1769162399999,89170,89345,88818,88918,1355.94276
1769165999999,88919,89105,88809,88994,802.94819
1769169599999,88995,89312,88951,89160,442.21377
1769173199999,89160,89330,89044,89227,470.61911
1769176799999,89227,89409,89191,89292,378.39126
1769180399999,89293,89671,88582,88946,4199.09212
1769183999999,88946,89818,88510,89706,2556.87582
1769187599999,89706,90444,89434,90065,2650.69089
1769191199999,90065,91206,89916,90566,4323.99576
1769194799999,90567,90979,90442,90484,1685.37966
1769198399999,90484,90484,89554,89935,2880.84237
1769201999999,89934,90116,89159,89439,2021.33955
1769205599999,89440,89645,89259,89299,396.40751
1769209199999,89298,89716,89280,89576,924.54419
1769212799999,89575,89588,89414,89552,438.18463
1769216399999,89552,89580,89369,89414,258.60564
1769219999999,89414,89555,89404,89506,244.90432
1769223599999,89506,89668,89505,89658,125.18859
1769227199999,89659,89883,89624,89719,243.11979
1769230799999,89719,89812,89669,89791,118.1433
1769234399999,89791,89808,89701,89729,54.37253
1769237999999,89729,89751,89598,89601,293.76569
1769241599999,89601,89652,89527,89584,103.09069
1769245199999,89584,89647,89541,89622,100.02867
1769248799999,89623,89623,89550,89566,92.50595
1769252399999,89565,89607,89539,89589,75.83457
1769255999999,89589,89635,89559,89559,183.41675
1769259599999,89560,89560,89444,89495,151.41937
1769263199999,89495,89511,89317,89330,94.68896
1769266799999,89330,89471,89143,89404,240.30441
1769270399999,89404,89450,89210,89222,197.68036
1769273999999,89222,89315,89115,89240,416.81381
1769277599999,89240,89374,89214,89359,346.3185
1769281199999,89364,89411,89329,89346,161.09106
1769284799999,89347,89347,89217,89275,215.78931
1769288399999,89275,89353,89275,89335,76.61312
1769291999999,89335,89335,89226,89331,88.22942
1769295599999,89331,89447,89260,89381,204.41369
1769299199999,89381,89434,89154,89171,192.0036
1769302799999,89172,89268,89124,89268,139.57371
1769306399999,89268,89278,89057,89132,144.99087
1769309999999,89132,89222,89100,89100,140.2548
1769313599999,89101,89135,88780,88913,761.80586
1769317199999,88914,89045,88900,88974,113.49855
1769320799999,88974,89010,88824,88958,186.43192
1769324399999,88958,88958,88609,88803,563.86637
1769327999999,88802,88802,88600,88615,301.95595
1769331599999,88616,88720,88069,88272,1096.47002
1769335199999,88272,88454,88200,88365,548.18851
1769338799999,88366,88639,88366,88616,197.3988
1769342399999,88616,88668,88496,88525,237.78687
1769345999999,88525,88780,88405,88771,623.35664
1769349599999,88772,88964,88620,88893,710.22818
1769353199999,88894,88908,88575,88672,1007.97573
1769356799999,88672,88725,88352,88417,261.05741
1769360399999,88418,88418,87513,88052,3666.53586
1769363999999,88053,88072,87718,87851,2825.07316
1769367599999,87852,87947,86821,87390,3851.31458
1769371199999,87391,87478,86117,86449,4773.99375
1769374799999,86450,86671,86203,86630,1847.88393
1769378399999,86630,86965,86363,86543,2243.05977
1769381999999,86544,86660,86200,86499,1493.81278
1769385599999,86499,86791,86051,86637,2971.7675
1769389199999,86638,87159,86469,86821,1667.14087
1769392799999,86822,87788,86784,87654,2778.78916
1769396399999,87659,87921,87399,87517,1143.4786
1769399999999,87517,87649,87041,87235,668.85717
1769403599999,87236,87903,87204,87706,755.48982
1769407199999,87706,87903,87639,87772,346.5528
1769410799999,87773,88000,87717,87901,406.39767
1769414399999,87902,88033,87666,87961,446.58766
1769417999999,87962,88369,87801,87953,1490.53085
1769421599999,87953,87969,87560,87634,809.41181
1769425199999,87634,87919,87627,87858,268.35616
1769428799999,87858,87949,87719,87804,560.66079
1769432399999,87804,87939,87696,87768,662.50443
1769435999999,87769,88012,87641,87911,922.92144
1769439599999,87912,88500,87400,88157,2937.30872
1769443199999,88157,88840,87264,87602,6367.514
1769446799999,87603,87913,87135,87556,1875.26645
1769450399999,87557,87731,86946,87649,1480.10344
1769453999999,87650,88375,87612,88365,1554.0849
1769457599999,88365,88512,87904,87968,1261.40808
1769461199999,87967,88087,87507,87584,608.92268
1769464799999,87584,88205,87529,88017,568.31905
1769468399999,88022,88221,87964,88091,546.36938
1769471999999,88092,88651,87959,88299,2387.69691
1769475599999,88299,88419,88158,88313,876.35726
1769479199999,88313,88676,88146,88524,726.29473
1769482799999,88524,88819,88523,88785,599.86673
1769486399999,88786,88873,88555,88751,433.56215
1769489999999,88750,88977,88468,88542,492.73489
1769493599999,88542,88550,88361,88422,280.83384
1769497199999,88422,88489,88241,88290,246.66192
1769500799999,88289,88527,88289,88290,151.51638
1769504399999,88290,88360,88074,88136,286.37794
1769507999999,88137,88137,87818,87851,1026.44746
1769511599999,87850,88015,87718,87743,383.33228
1769515199999,87743,88061,87692,87955,402.54704
1769518799999,87955,88132,87906,87943,271.23852
1769522399999,87944,88034,87753,87940,393.84038
1769525999999,87940,88418,87619,87702,1559.67113
1769529599999,87703,88165,87527,88006,1595.99071
1769533199999,88007,88780,87972,88602,2478.18783
1769536799999,88601,88651,87256,87514,3157.98768
1769540399999,87514,88465,87411,88247,1414.80834
1769543999999,88248,88509,88009,88372,534.24591
1769547599999,88373,89495,88351,89367,3663.88091
1769551199999,89368,89499,88965,89039,957.03985
1769554799999,89040,89418,88969,89216,789.60011
1769558399999,89217,89494,89123,89215,643.82248
1769561999999,89216,89435,89104,89428,567.86783
1769565599999,89429,89469,89150,89380,765.82515
1769569199999,89381,89426,89056,89254,689.91191
1769572799999,89253,89276,88958,89093,397.40502
1769576399999,89092,89121,88801,88944,676.74993
1769579999999,88944,89086,88812,89061,405.91731
1769583599999,89061,89374,89061,89293,655.13968
1769587199999,89293,89332,89067,89110,401.91255
1769590799999,89110,89248,88854,88899,291.44464
1769594399999,88899,89553,88836,89552,1534.14885
1769597999999,89552,89702,89301,89400,1864.39989
1769601599999,89399,90150,89302,90071,3712.60343
1769605199999,90070,90150,89764,89979,1413.05978
1769608799999,89980,90497,89956,90238,2619.00803
1769612399999,90237,90245,89402,89584,2599.65745
1769615999999,89583,89822,88793,89446,4782.68754
1769619599999,89445,89811,89202,89599,1810.10928
1769623199999,89599,90587,89235,90138,3439.6851
1769626799999,90137,90156,89314,89506,2076.41172
1769630399999,89506,89702,88960,89370,2734.9012
1769633999999,89369,89874,88946,89075,1284.94628
1769637599999,89081,89486,88811,89377,2537.41475
1769641199999,89378,89451,89096,89357,772.70657
1769644799999,89357,89441,89185,89276,414.80279
1769648399999,89276,89316,88841,89100,1393.7693
1769651999999,89100,89128,88483,88555,2749.32196
1769655599999,88556,88720,87647,87860,4628.2102
1769659199999,87860,88288,87732,88019,4835.22388
1769662799999,88019,88320,87866,88286,737.47432
1769666399999,88286,88384,88116,88156,516.96996
1769669999999,88157,88322,88144,88298,337.84703
1769673599999,88298,88411,88220,88327,2090.80756
1769677199999,88326,88567,87864,88031,8055.26743
1769680799999,88030,88119,87850,87850,423.66015
1769684399999,87850,88001,87793,87920,590.13588
1769687999999,87920,88028,87704,87795,1014.48297
1769691599999,87795,88103,87774,88095,1349.20533
1769695199999,88094,88129,87924,88029,326.8088
1769698799999,88028,88054,86953,86982,2966.53833
1769702399999,86981,86995,84323,84911,16579.42997
1769705999999,84910,85444,84207,85268,6516.70449
1769709599999,85268,85626,84010,84252,8627.40245
1769713199999,84252,84619,83389,83452,5156.67375
1769716799999,83454,84277,83360,83995,3039.19099
1769720399999,83996,84392,83810,84234,1506.54087
1769723999999,84234,84649,84203,84509,1771.5316
1769727599999,84509,84618,84286,84539,1069.0233
1769731199999,84538,84720,84423,84641,516.57752
1769734799999,84639,84709,84128,84154,1445.07352
1769738399999,84154,84154,81000,82426,8989.10963
1769741999999,82426,82488,81097,82121,4577.95824
1769745599999,82121,82707,82002,82641,1881.25077
1769749199999,82641,83289,82640,82899,1615.11055
1769752799999,82898,83319,82841,82850,2251.63911
1769756399999,82850,82868,82013,82554,1479.09297
1769759999999,82554,83057,82434,82776,1517.50008
1769763599999,82776,82930,82392,82622,477.88908
1769767199999,82621,82789,82108,82317,756.22001
1769770799999,82316,82854,82127,82776,1082.07757
1769774399999,82777,83284,82641,83119,1602.30871
1769777999999,83119,83322,82595,82771,2304.47864
1769781599999,82771,83051,82413,82708,1063.38962
1769785199999,82708,83803,82707,83053,4184.3068
1769788799999,83053,83585,82272,82846,4848.14899
1769792399999,82845,83454,82507,83108,1467.05163
1769795999999,83107,83467,82588,82909,3109.05363
1769799599999,82909,84172,81829,83915,7824.05769
1769803199999,83915,84600,83891,84216,3602.80964
1769806799999,84220,84290,83509,83913,4623.53153
1769810399999,83912,84500,83768,84288,1852.90165
1769813999999,84288,84310,83891,84214,1403.28565
1769817599999,84213,84281,83906,84241,928.1218
1769821199999,84240,84251,83980,84034,693.87786
1769824799999,84035,84230,83878,83970,770.67445
1769828399999,83969,84167,83775,84095,1127.07754
1769831999999,84096,84202,83990,83991,220.96916
1769835599999,83990,84128,83896,83964,377.11015
1769839199999,83963,84073,83858,83963,322.86912
1769842799999,83963,84014,83605,83736,673.05128
1769846399999,83736,83768,83360,83518,1811.44358
1769849999999,83517,83597,82521,83046,2191.70505
1769853599999,83046,83272,82861,83078,458.88781
1769857199999,83078,83171,82894,83126,194.40105
1769860799999,83126,83134,82812,82986,191.70542
1769864399999,82987,83121,82684,82732,707.13219
1769867999999,82732,82891,82450,82736,610.99073
1769871599999,82737,82898,80792,81450,6254.82313
1769875199999,81450,81748,81051,81269,3621.24526
1769878799999,81268,82123,80039,80310,9462.7698
1769882399999,80311,80508,78095,78866,12335.9298
1769885999999,78866,79102,75280,78013,13750.13345
