T,o,h,l,c,v
1768640399999,3290.9,3296.7,3288.9,3296.3,3709.5398
1768643999999,3296.3,3303.8,3293.6,3298.8,5297.1604
1768647599999,3298.8,3300.8,3294.6,3296.1,2630.8729
1768651199999,3296.1,3304.9,3292.1,3302.4,2566.1001
1768654799999,3302.4,3306,3300.4,3302.5,4580.8096
1768658399999,3302.4,3304.3,3299.3,3303.6,1205.9524
1768661999999,3303.5,3311.6,3301.4,3310.7,5639.8817
1768665599999,3310.5,3329.4,3308.2,3329.2,17843.43
1768669199999,3329.2,3329.5,3311.3,3318.6,9889.2244
1768672799999,3318.7,3327.5,3316.9,3318.6,2033.3924
1768676399999,3318.6,3320.4,3313.7,3317.8,5299.0396
1768679999999,3317.8,3321.1,3315,3316.4,1026.4591
1768683599999,3316.4,3320,3314.6,3317.4,830.1
1768687199999,3317.4,3317.5,3307.3,3311.8,4285.5228
1768690799999,3311.7,3311.8,3295.6,3301,21330.8564
1768694399999,3300.9,3309.3,3300.2,3309.2,2470.1464
1768697999999,3309.2,3313.5,3302.3,3303.4,4289.4269
1768701599999,3303.4,3305.9,3296,3300.3,5418.1528
1768705199999,3300.3,3305.1,3296.2,3302.5,3346.8952
1768708799999,3302.6,3318.7,3302.6,3314.9,2776.2678
1768712399999,3315,3316.4,3308.8,3311.6,2118.719
1768715999999,3311.6,3317,3310.1,3315,661.8075
1768719599999,3314.9,3316.9,3310.9,3314.4,580.1478
1768723199999,3314.4,3314.9,3305.4,3306.3,3127.6725
1768726799999,3306.5,3315.6,3303,3314.3,3912.0981
1768730399999,3314.4,3324.1,3313.3,3322.3,4571.0228
1768733999999,3322.4,3324.9,3318,3324.4,1897.7294
1768737599999,3324.4,3324.6,3318,3321.3,864.1365
1768741199999,3321.2,3326,3317.8,3321.4,1237.828
1768744799999,3321.5,3329,3314,3325.1,3629.3131
1768748399999,3325.1,3346.8,3321.3,3323.7,12112.6057
1768751999999,3323.6,3334.2,3318.6,3333.1,4553.0749
1768755599999,3333,3337.2,3328.5,3332.3,4199.0929
1768759199999,3332.4,3345.5,3331.4,3344.4,3953.8348
1768762799999,3344.3,3368,3336.3,3360.9,23498.9394
1768766399999,3361,3364.4,3344.1,3345.9,9577.0639
1768769999999,3345.9,3351.9,3337.9,3340.3,3090.0721
1768773599999,3340.3,3344.9,3336.5,3341.5,3168.1452
1768777199999,3341.5,3355.6,3340,3350.2,4986.8714
1768780799999,3350.1,3350.1,3277.3,3282.7,92324.715
1768784399999,3282.7,3283.6,3175.3,3211.4,184895.3827
1768787999999,3211.3,3220.3,3193.2,3206.2,30644.3771
1768791599999,3206.1,3215.7,3193.1,3203.5,6730.478
1768795199999,3203.5,3211.7,3195,3211.2,4337.1656
1768798799999,3211.1,3216,3204,3211.3,9233.3187
1768802399999,3211.3,3213,3195,3201.4,7041.2146
1768805999999,3201,3203.2,3186.6,3194.1,6676.7939
1768809599999,3194.2,3208.2,3194.2,3205.5,15435.9573
1768813199999,3205.6,3223.1,3196.1,3214.3,84428.173
1768816799999,3214.4,3214.8,3205.8,3209.2,12706.0959
1768820399999,3209.2,3216.4,3206.1,3215.1,6702.923
1768823999999,3215.3,3232,3213.1,3223.6,16086.3102
1768827599999,3223.7,3235.6,3219.2,3225,5408.8347
1768831199999,3224.9,3225,3212.7,3218,5525.6341
1768834799999,3218.1,3219.4,3203.2,3212.3,20734.0858
1768838399999,3212.4,3220.9,3210,3216,8006.0232
1768841999999,3215.9,3226.8,3212.8,3223.1,5613.5212
1768845599999,3223.1,3225.8,3217,3219.8,3551.993
1768849199999,3219.8,3221,3207.9,3214.4,7553.8303
1768852799999,3214.4,3224,3214.3,3219.9,2984.6672
1768856399999,3219.8,3225.6,3212.3,3214,8265.1833
1768859999999,3213.9,3221.2,3210.1,3212.7,2448.1588
1768863599999,3212.6,3214.4,3185.4,3187.2,49469.3759
1768867199999,3187.2,3196.8,3161.9,3188.3,104058.2005
1768870799999,3188.2,3199.2,3175.4,3183,13486.3128
1768874399999,3183,3198.1,3174.4,3192,10314.8432
1768877999999,3192,3198.9,3178,3191.2,8399.2566
1768881599999,3191.2,3193.5,3182.4,3187.3,4595.3055
1768885199999,3187.3,3188.1,3167.1,3171.3,6343.8439
1768888799999,3171.3,3173.5,3150.3,3170.2,32412.7017
1768892399999,3170.2,3170.7,3106.7,3114.8,47756.6668
1768895999999,3114.8,3129.9,3110.1,3121.7,31798.8979
1768899599999,3121.8,3122.1,3084.2,3105.4,30318.5166
1768903199999,3105.4,3106.5,3086.9,3092.7,7438.3786
1768906799999,3092.7,3107.1,3089.6,3101.3,10003.2926
1768910399999,3101.4,3111.7,3101.3,3108.2,13533.3317
1768913999999,3108.2,3113.6,3101,3109.7,5842.6197
1768917599999,3109.8,3111.7,3072.2,3077.4,16699.9919
1768921199999,3077.5,3087.5,3031.2,3045.6,89461.3702
1768924799999,3045.9,3048.7,2993.8,3031.6,72862.0268
1768928399999,3031.7,3042.1,2997.5,3008.6,50475.7958
1768931999999,3008.6,3022.7,2983.6,2999.4,75782.8717
1768935599999,2999.4,3008.4,2987.6,2991.4,36354.1076
1768939199999,2991.4,3002.9,2980.4,2996.7,29189.921
1768942799999,2996.7,3006.8,2987,3006.8,19170.6707
1768946399999,3006.8,3007,2989,2992.8,10237.3715
1768949999999,2992.9,2998.8,2923.6,2950.6,74004.2984
1768953599999,2950.8,2951.8,2930,2938.9,25109.9637
1768957199999,2938.8,2969,2921,2959.6,34891.2743
1768960799999,2959.6,2973.3,2955.1,2964.4,11707.9168
1768964399999,2964.3,2974.3,2956.8,2960.5,7756.9925
1768967999999,2960.5,2983.6,2960.5,2980.8,5851.8461
1768971599999,2980.9,2984.8,2974.2,2978.4,3320.6885
1768975199999,2978.5,3001,2977,2992.3,11835.0551
1768978799999,2992.2,2992.7,2975,2979.4,10491.7092
1768982399999,2979.5,2984.5,2964.9,2969.7,6730.3385
1768985999999,2969.5,2973.4,2955.8,2964.3,5701.7356
1768989599999,2964.3,2973.8,2948.3,2952.4,10145.2028
1768993199999,2952.5,2968.9,2950.9,2962.6,5807.6864
1768996799999,2962.5,2970.5,2937.1,2941.8,15538.0585
1769000399999,2941.8,2944.8,2900.4,2930.4,141016.6155
1769003999999,2930.4,2944.4,2919.8,2927.6,46042.4661
1769007599999,2927.7,2993.5,2923.4,2979.5,100419.3058
1769011199999,2979.5,3024.6,2974.3,3001.3,88485.6448
1769014799999,3001.3,3003.9,2881.7,2889.9,126380.718
1769018399999,2889.9,2912.8,2865.1,2902.9,58113.4161
1769021999999,2902.5,2932,2886.1,2925.8,24880.9225
1769025599999,2926.3,3076.1,2915,3054.2,193957.2375
1769029199999,3054.3,3057.1,3003,3030.9,81832.9287
1769032799999,3031,3043.5,3020.7,3030.8,17469.8135
1769036399999,3030.7,3044,3008.6,3009.7,29024.0712
1769039999999,3009.7,3024.4,2971.2,2981.4,39644.7797
1769043599999,2981.4,3010.1,2979.9,3004.7,13256.6374
1769047199999,3004.7,3032.7,3001.5,3027.7,13432.5077
1769050799999,3027.6,3037.4,3014.2,3017,12109.2531
1769054399999,3017.1,3030.6,2999.3,3013,25997.0597
1769057999999,3012.9,3024.7,3010.7,3022.5,5206.128
1769061599999,3022.5,3028,3013.7,3018.8,11582.4461
1769065199999,3018.8,3027,3008.4,3018.2,17397.3326
1769068799999,3018.2,3021.1,2999.1,3000,4715.3394
1769072399999,3000,3006.8,2991.7,3004.6,3408.8431
1769075999999,3004.6,3015.8,3002.4,3013.1,10724.5194
1769079599999,3012.9,3013.9,2998.7,3001.4,4903.557
1769083199999,3001.5,3005.6,2977,2985.7,11498.9342
1769086799999,2985.4,2997.4,2977.7,2989.6,7707.2918
1769090399999,2989.8,3008.7,2961,2972,25438.2624
1769093999999,2971.9,2981.2,2934.6,2940,58201.3273
1769097599999,2940,2967.8,2893.8,2940.8,211504.807
1769101199999,2940.8,2957.7,2922.4,2945,37303.9048
1769104799999,2945.1,2963.1,2934,2961,31369.2102
1769108399999,2961.1,2972.1,2937.9,2938.8,56135.7209
1769111999999,2938.9,2962.4,2927.4,2953.1,28334.4944
1769115599999,2953.1,2956.8,2929.7,2937.7,8907.4578
1769119199999,2937.7,2950.6,2932.7,2945.8,19259.7536
1769122799999,2945.9,2958.6,2942.8,2950.7,40491.1948
1769126399999,2950.7,2954.7,2939.3,2951.1,19533.6168
1769129999999,2951.2,2955.9,2944.9,2951.6,17702.5012
1769133599999,2952,2969.4,2951.9,2968.6,12441.6582
1769137199999,2968.6,2971.2,2951.3,2951.3,10675.8001
1769140799999,2951.4,2964.6,2950.5,2963.3,11397.8504
1769144399999,2963.4,2984.6,2961.9,2977.4,7992.0799
1769147999999,2977.4,2977.4,2963.2,2967.5,2433.3265
1769151599999,2967.4,2974.1,2934.8,2937.3,85764.9442
1769155199999,2937.2,2948.9,2931.3,2946.3,37798.5448
1769158799999,2946.3,2948.7,2918.1,2926,42128.2373
1769162399999,2925.8,2933.2,2913.6,2919.8,42803.1012
1769165999999,2919.8,2933.8,2913.2,2929.6,47802.4129
1769169599999,2929.5,2945.5,2927.1,2939.1,13560.7595
1769173199999,2939.1,2939.1,2927.5,2934,4058.603
1769176799999,2933.9,2942.7,2925.9,2929.4,7872.8706
1769180399999,2929.1,2942.5,2890,2914.2,64391.3321
1769183999999,2914.2,2962.7,2897.4,2950.5,74593.5862
1769187599999,2950.6,2978.3,2938.1,2966.2,48243.6942
1769191199999,2966.3,3017.6,2958.8,2985.8,83839.6225
1769194799999,2985.8,3005.8,2976.9,2986.9,27279.6284
1769198399999,2987,2987.2,2945.1,2958.2,46245.7909
1769201999999,2958.3,2962.6,2929.1,2938.5,21051.0495
1769205599999,2938.3,2951.5,2936.6,2942.2,5780.5455
1769209199999,2942.3,2960.6,2941.8,2958.2,21428.5826
1769212799999,2958.2,2958.2,2949.4,2954.9,7532.1663
1769216399999,2955,2956.9,2947.4,2949.1,8431.7788
1769219999999,2948.9,2957.7,2948.1,2954.3,9557.6253
1769223599999,2954.3,2960.6,2952.8,2957.9,9284.8223
1769227199999,2957.9,2968.5,2955.2,2961.2,2751.1383
1769230799999,2961.3,2964.4,2957.9,2961.4,4042.8997
1769234399999,2961.5,2964,2955.3,2959,4831.2738
1769237999999,2959.2,2962.1,2957,2960.1,1350.6147
1769241599999,2960.2,2960.2,2952.6,2955.8,1624.6404
1769245199999,2955.8,2961.6,2953.7,2961.5,871.4859
1769248799999,2961.6,2963.2,2958.3,2959.3,2323.7334
1769252399999,2959.4,2960.7,2957.4,2960.4,841.7488
1769255999999,2960.5,2963.5,2958.8,2960,5705.5161
1769259599999,2959.8,2962.6,2957.2,2960.6,7318.9053
1769263199999,2960.7,2961.8,2946.9,2946.9,10628.7976
1769266799999,2946.9,2958.3,2942.1,2958,17374.231
1769270399999,2958.1,2966.8,2954,2955.3,7268.8998
1769273999999,2955.4,2959.9,2949.9,2957.1,8515.6618
1769277599999,2957.2,2964.7,2956.4,2962.3,3750.3532
1769281199999,2962.3,2967.3,2960.4,2962.2,3500.4964
1769284799999,2962.2,2962.6,2951.4,2952.6,8345.5598
1769288399999,2952.7,2957.4,2952.2,2954.6,2179.1109
1769291999999,2954.6,2956.5,2947.8,2956.5,4408.5841
1769295599999,2956.4,2963.2,2956.4,2962.3,8229.8735
1769299199999,2962.2,2963.3,2950.6,2951.5,12173.4105
1769302799999,2951.4,2957.3,2950.9,2957.3,1337.1761
1769306399999,2957.3,2959.3,2948.3,2953.6,6746.4905
1769309999999,2953.6,2956.2,2951.6,2952.1,384.3153
1769313599999,2952.1,2952.7,2936,2941.2,4092.8732
1769317199999,2941.1,2947.7,2939,2944,1357.7499
1769320799999,2943.9,2947.1,2940.6,2945.8,1195.4473
1769324399999,2945.8,2948.4,2932.6,2942.3,25852.4126
1769327999999,2942.2,2942.4,2936.8,2938.2,1530.6824
1769331599999,2938.2,2943.5,2920.6,2928.1,6050.4692
1769335199999,2927.9,2938,2925.1,2934.4,2505.8091
1769338799999,2934.4,2946.5,2934.4,2943.7,2117.0029
1769342399999,2943.3,2945.1,2930.9,2936.2,4074.5361
1769345999999,2936.2,2943,2931.2,2941.7,8948.3972
1769349599999,2941.6,2944,2934.2,2940.8,3506.0489
1769353199999,2940.5,2941.6,2923,2931.4,39912.674
1769356799999,2931.3,2934.8,2920.9,2925.3,4897.6306
1769360399999,2925.3,2926.3,2873.3,2895.3,108627.476
1769363999999,2895.4,2897.3,2878,2883,10591.7506
1769367599999,2883,2887.6,2827.2,2846.5,144992.7942
1769371199999,2846.5,2852,2794,2810.4,71841.4655
1769374799999,2810.3,2821.8,2785.2,2807.7,34932.3621
1769378399999,2807.6,2823.5,2799.8,2816.9,35921.3306
1769381999999,2816.8,2817.3,2788,2805.5,26055.6316
1769385599999,2805.5,2820.2,2785.3,2815.8,35492.8728
1769389199999,2815.7,2845.3,2811.2,2840.4,24777.939
1769392799999,2841.1,2896.5,2837.3,2880.4,42196.2395
1769396399999,2881.1,2884.1,2862.2,2864,18519.3206
1769399999999,2864.1,2871.1,2839.9,2849.6,7336.0308
1769403599999,2849.6,2874.6,2848.7,2864.8,16943.8147
1769407199999,2864.8,2871.7,2858.9,2868.7,4079.9838
1769410799999,2869,2890.6,2865.2,2890.3,7019.9527
1769414399999,2890.3,2909.7,2884.9,2903,13675.6667
1769417999999,2903.2,2933,2896.1,2911.3,32431.8812
1769421599999,2911.3,2912.6,2879.3,2884.7,12610.2121
1769425199999,2884.7,2900.2,2884.1,2895.1,5954.5455
1769428799999,2895.1,2899.2,2886.1,2890.6,12966.3369
1769432399999,2890.7,2913,2890.7,2901.3,3299.495
1769435999999,2901.3,2909.7,2896.1,2908.3,13819.0138
1769439599999,2908.2,2932.1,2874.6,2921.5,65236.4849
1769443199999,2921.4,2949.1,2885.9,2897.7,68585.2609
1769446799999,2897.7,2915.9,2890.5,2899.1,27594.867
1769450399999,2899.3,2914.3,2884.1,2908,30663.6947
1769453999999,2908,2931.7,2906.8,2930.4,19023.3103
1769457599999,2930.6,2935.8,2917.3,2921.6,13389.9283
1769461199999,2921.6,2927.9,2896.7,2899.6,10989.1423
1769464799999,2899.6,2942.2,2894.3,2927.6,14684.5723
1769468399999,2927.6,2935.6,2917.9,2926,16696.6039
1769471999999,2925.8,2944.3,2916.5,2928.8,60900.1275
1769475599999,2928.8,2929.6,2916.6,2919.4,7533.537
1769479199999,2919.3,2938.2,2911.1,2931.3,11823.6752
1769482799999,2931.3,2945.5,2931.2,2943.8,5392.9861
1769486399999,2943.8,2947.6,2935,2940.3,7338.7638
1769489999999,2940.4,2955.8,2935.6,2939.4,9037.0052
1769493599999,2939.4,2941.1,2933,2937.9,3144.3588
1769497199999,2938,2941.8,2923.5,2927.9,3592.4295
1769500799999,2927.9,2936.6,2926.4,2928.4,2109.3726
1769504399999,2928.3,2931.2,2918.5,2922,3293.3901
1769507999999,2922.1,2922.1,2906.2,2906.6,3501.3109
1769511599999,2906.5,2914,2900.8,2902.4,7480.3264
1769515199999,2902.3,2921.4,2899.2,2916.5,4395.6674
1769518799999,2916.4,2927.6,2914.7,2917.2,38837.146
1769522399999,2917.2,2918.1,2904.5,2911.3,14196.0901
1769525999999,2911.2,2941.4,2906.3,2917.3,42294.2369
1769529599999,2917.6,2940.3,2912.1,2936.8,24576.9814
1769533199999,2936.7,2997,2934.2,2989.2,54938.2163
1769536799999,2989.2,2992.5,2916.7,2929.1,37195.1803
1769540399999,2928.9,2987.8,2925.1,2977.1,63289.5378
1769543999999,2977.1,2991,2964.5,2978.9,22017.6454
1769547599999,2978.8,3030.3,2977.5,3020.9,109387.7433
1769551199999,3021.1,3029.7,3004.9,3014,30315.3195
1769554799999,3014,3021.9,3003.1,3018.5,19965.1434
1769558399999,3018.5,3035.2,3010,3025.8,38424.253
1769561999999,3025.7,3028.9,3013.7,3022.8,17772.1005
1769565599999,3023.1,3025.8,3006.4,3017.6,16496.1628
1769569199999,3017.6,3017.8,3004.3,3009.8,14062.2389
1769572799999,3009.7,3011.1,2995.7,3004,8364.3324
1769576399999,3004,3005.9,2992.4,2998.3,13863.8057
1769579999999,2998.2,3007.3,2995.6,3003.4,2787.1282
1769583599999,3003.5,3017.1,3002.6,3014.1,12538.1217
1769587199999,3014,3014.8,3001.2,3004.4,6621.4611
1769590799999,3004.3,3005.8,2988,2989.6,5450.7647
1769594399999,2989.5,3017.6,2985.7,3017.2,36952.697
1769597999999,3017.3,3039.5,3012.2,3025.7,114502.8347
1769601599999,3025.7,3045.6,3014.3,3039.6,53935.3197
1769605199999,3039.2,3039.9,3023.2,3030.7,9043.2312
1769608799999,3030.6,3044.9,3029.1,3034.3,6837.2968
1769612399999,3034.4,3034.4,3006,3011.5,52163.893
1769615999999,3011.4,3020,2982.6,3006.1,16511.6708
1769619599999,3006.1,3016.8,2994.5,2998.4,8232.5904
1769623199999,2998.3,3031.4,2988.9,3013.5,68643.7947
1769626799999,3013.5,3024,2999.7,3015,54506.4328
1769630399999,3015,3023.9,2992.4,3015.6,72912.9912
1769633999999,3015.5,3037.3,3006.9,3010.5,24066.2536
1769637599999,3010.5,3023.2,2995.7,3019.7,32849.2441
1769641199999,3019.8,3026.3,3007.8,3017.9,9405.3071
1769644799999,3017.8,3022.8,3007,3009.8,4040.5113
1769648399999,3009.7,3012.6,2995.3,3008.7,15906.4
1769651999999,3008.8,3010.8,2986.5,2992.3,13509.4405
1769655599999,2992.2,2998.8,2943.8,2958.8,32209.3442
1769659199999,2958.8,2971.6,2946.8,2951.7,25398.3688
1769662799999,2951.7,2959.9,2937,2958.5,8846.8938
1769666399999,2958.6,2964.6,2947.2,2949.8,7770.4634
1769669999999,2950,2958.4,2949,2954.6,8020.6612
1769673599999,2954.6,2963.5,2954.3,2960.2,3750.0835
1769677199999,2960.2,2968.6,2937,2952.1,124472.7969
1769680799999,2951.7,2954.3,2941,2941.1,3258.0648
1769684399999,2941.1,2948.4,2940.5,2943.8,5288.9473
1769687999999,2943.8,2944.8,2922.7,2928,12657.2531
1769691599999,2928.1,2937.9,2925.2,2935.8,6895.2771
1769695199999,2935.6,2939.3,2931,2935.5,3981.5933
1769698799999,2935.4,2936.2,2874.6,2874.6,38907.0974
1769702399999,2874.7,2875.7,2796.5,2823.6,134645.8711
1769705999999,2823.6,2837.3,2801.3,2834.8,115550.1926
1769709599999,2834.8,2859.8,2817.9,2823,103903.3904
1769713199999,2823.2,2834.1,2753.5,2762.8,106681.1934
1769716799999,2762.9,2812,2757.6,2797.3,67049.5864
1769720399999,2797.5,2811,2788.4,2804.8,36404.4208
1769723999999,2805.6,2824.1,2805.3,2818.5,26163.2601
1769727599999,2818.5,2824.3,2809.6,2818.7,10727.7469
1769731199999,2818.7,2826,2811.8,2821.4,4463.3684
1769734799999,2821.4,2827.5,2801.3,2803.4,18365.9474
1769738399999,2803.4,2812.1,2679.5,2745.4,170097.9961
1769741999999,2745.3,2749.1,2697.5,2734.9,58955.9745
1769745599999,2734.9,2746.8,2733,2739.5,16910.4218
1769749199999,2739.4,2773.9,2736.7,2751.6,18935.138
1769752799999,2751.5,2759,2745.3,2746,19932.7626
1769756399999,2746,2746.5,2695.8,2717.3,35503.7109
1769759999999,2717.3,2749.4,2716.8,2738.7,47664.8319
1769763599999,2738.6,2746.5,2721.4,2736.4,18585.8848
1769767199999,2736.5,2742.6,2708.3,2720.5,15603.7873
1769770799999,2720.4,2735.7,2710.2,2735,14183.3072
1769774399999,2734.9,2769.7,2733.4,2759.2,39243.7602
1769777999999,2759,2765.7,2736.7,2739.4,9952.7623
1769781599999,2739.4,2749.9,2719.9,2728.7,25252.564
1769785199999,2728.8,2763.3,2724.1,2736.3,37584.1742
1769788799999,2736.2,2752.4,2693.5,2728.5,120443.876
1769792399999,2728.4,2742.3,2705.2,2725.5,72639.6535
1769795999999,2725.5,2738.9,2705.1,2711.5,42966.8235
1769799599999,2711.6,2748.9,2634.9,2739.2,155111.9136
1769803199999,2739.3,2761.3,2732.4,2740.6,57780.2565
1769806799999,2741.5,2741.7,2665,2679,119216.7099
1769810399999,2679,2714.6,2676.4,2706.8,39411.6833
1769813999999,2706.8,2708.9,2692.2,2708.8,17239.8992
1769817599999,2708.9,2711.2,2693.3,2706.3,8506.2876
1769821199999,2706.4,2714,2702,2705.4,10354.7025
1769824799999,2705.5,2714,2698,2698.9,8372.9295
1769828399999,2698.9,2707.8,2683.5,2701.7,8114.9343
1769831999999,2701.7,2705.8,2693.7,2694.9,6134.309
1769835599999,2694.9,2704.4,2692.5,2695.2,3776.6641
1769839199999,2695.2,2702.8,2690,2697.7,3083.0933
1769842799999,2697.6,2700.2,2683.6,2692.2,10744.7069
1769846399999,2692.1,2693.2,2666.9,2679.9,10011.6137
1769849999999,2679.8,2682.7,2606.7,2643.6,121679.8345
1769853599999,2643.8,2658.6,2633,2647.4,9442.1043
1769857199999,2647.6,2654.9,2635.6,2650.3,5072.4247
1769860799999,2650.3,2650.3,2633.6,2639.4,8256.3916
1769864399999,2639.4,2643.1,2628,2632.2,27039.3133
1769867999999,2632.2,2635.5,2616.5,2627.7,32999.876
1769871599999,2627.7,2634.9,2507.2,2537.3,179366.2438
1769875199999,2537.2,2552.9,2524.9,2533.1,59300.5675
1769878799999,2533.1,2548.9,2468.7,2480.9,124890.1647
1769882399999,2480.9,2492.7,2354.5,2401.6,223862.706
1769885999999,2402.1,2416,2201.3,2378.3,405638.7293
