T,o,h,l,c,v
1785072899999,64449,64449,64444,64444,0.39708
1785072959999,64445,64445,64444,64444,0.11368
1785073019999,64445,64463,64445,64462,2.20854
1785073079999,64463,64473,64462,64472,2.84622
1785073139999,64471,64471,64458,64458,0.24334
1785073199999,64459,64459,64455,64456,0.08913
1785073259999,64456,64479,64455,64479,0.55612
1785073319999,64479,64508,64479,64507,7.25605
1785073379999,64511,64522,64511,64518,10.88723
1785073439999,64518,64518,64517,64518,0.5358
1785073499999,64518,64525,64517,64524,1.4428
1785073559999,64525,64541,64524,64541,5.34193
1785073619999,64541,64541,64515,64515,2.59066
1785073679999,64516,64516,64515,64515,0.40786
1785073739999,64516,64516,64515,64516,0.94151
1785073799999,64516,64516,64511,64511,1.41681
1785073859999,64512,64512,64509,64510,2.24409
1785073919999,64510,64510,64493,64495,2.46433
1785073979999,64495,64495,64494,64495,2.20417
1785074039999,64495,64495,64494,64494,0.84524
1785074099999,64495,64495,64492,64492,2.81559
1785074159999,64493,64493,64489,64490,8.43562
1785074219999,64489,64489,64488,64489,2.84839
1785074279999,64489,64489,64483,64484,10.69153
1785074339999,64484,64484,64480,64480,3.64439
1785074399999,64481,64490,64480,64490,3.62488
1785074459999,64490,64499,64489,64498,1.85419
1785074519999,64499,64500,64498,64500,0.47381
1785074579999,64500,64521,64499,64520,9.34716
1785074639999,64521,64532,64521,64532,1.5881
1785074699999,64532,64583,64531,64582,1.83039
1785074759999,64583,64678,64578,64635,217.09501
1785074819999,64635,64661,64600,64600,53.4413
1785074879999,64601,64721,64600,64714,85.44305
1785074939999,64714,64725,64678,64678,119.96188
1785074999999,64679,64689,64654,64654,7.41801
1785075059999,64655,64674,64653,64674,5.2652
1785075119999,64674,64674,64619,64625,10.71327
1785075179999,64626,64658,64625,64657,14.77362
1785075239999,64658,64670,64653,64653,5.52423
1785075299999,64653,64684,64651,64679,8.84198
1785075359999,64680,64680,64637,64637,1.57528
1785075419999,64638,64638,64637,64637,0.35474
1785075479999,64638,64638,64631,64637,1.15567
1785075539999,64638,64651,64637,64651,1.95904
1785075599999,64652,64652,64627,64628,2.8377
1785075659999,64628,64628,64627,64627,0.63228
1785075719999,64628,64628,64625,64626,1.13391
1785075779999,64626,64629,64618,64628,11.69165
1785075839999,64628,64633,64627,64632,1.48798
1785075899999,64633,64633,64618,64618,0.63037
1785075959999,64619,64619,64617,64617,1.57071
1785076019999,64618,64618,64617,64617,1.10443
1785076079999,64618,64618,64588,64603,96.02477
1785076139999,64603,64611,64603,64610,11.7757
1785076199999,64611,64611,64593,64593,0.76154
1785076259999,64594,64607,64592,64606,2.8837
1785076319999,64607,64643,64607,64640,22.56476
1785076379999,64641,64663,64640,64652,20.34324
1785076439999,64653,64653,64638,64638,1.57354
1785076499999,64639,64639,64626,64626,13.98221
1785076559999,64627,64629,64621,64621,1.63704
1785076619999,64622,64622,64621,64621,1.40608
1785076679999,64622,64629,64621,64628,1.00655
1785076739999,64629,64651,64628,64651,2.48337
1785076799999,64651,64654,64630,64630,17.17472
1785076859999,64631,64631,64626,64629,0.60629
1785076919999,64630,64683,64630,64679,8.37209
1785076979999,64679,64692,64671,64672,6.48002
1785077039999,64672,64672,64660,64660,1.18408
1785077099999,64661,64661,64660,64660,0.51125
1785077159999,64661,64700,64660,64683,2.62363
1785077219999,64683,64718,64682,64717,64.24983
1785077279999,64718,64718,64708,64711,5.10407
1785077339999,64711,64714,64707,64707,7.81206
